advisor,author,project_format,title,year,title_word_count,title_clean
Steven Ross,"Collins, Jennifer",Print,Shooting Upperclasses: The Rise Of Upscale Heroin Use In The 1990S,1996,11,shooting upperclasses rise upscale heroin use 1990s
Mike Hoyt,"Conde, Rutely",Print,Corporate Gaps: Enforcing Codes Of Conduct,1996,6,corporate gaps enforcing codes conduct
Craig Wolff,"Coolidge, Alexander",Print,An Uzbek Family In America,1996,5,uzbek family america
James Carey,"Cotsalas, Valerie",Print,New York City Underground,1996,4,underground
Peter Herford,"Crain, Andrew",Print,"""Funding Terror: Extortion Brings Sri Lanka'S Civil War Home To Tamil Tigers",1996,12,funding terror extortion brings sri lankas civil war home tamil tigers
Mike Hoyt,"Craugh, Jocelyn",Print,Not Just In Africa: Female Genital Mutilation In America,1996,9,africa female genital mutilation america
Lynnell Hancock,"Culp, Bruce W.",Print,Caught Of New York City Rent Regulations,1996,7,caught rent regulations
Samuel Freedman,"Cummings, Robert",Print,"Not In My Administration, Or How Tough Decisions About Nuclear Waste Don'T Get Made",1996,14,administration tough decisions nuclear waste dont get made
Nancy Sharkey,"D'Aleo, James V.",Print,Storming Back: The Rebuilding Of The New York Islanders,1996,9,storming back rebuilding islanders
Suzanne Levine,"Damjanov, Milena",Print,Lower East Side Story,1996,4,lower east side story
Robert Friedman,"Deitsch, Richard",Print,The Ephebic Oath,1996,3,ephebic oath
Jane Tillman Irving,"Deutchman, Cindi",Print,From Closet To Community: Gay Cops In The Nypd,1996,9,closet community gay cops nypd
Derwin Johnson,"Dhume, Sadanand",Video,Shadow Over Queens,1996,3,shadow queens
Craig Wolff,"Donovan, Beth",Print,Seeking Justice,1996,2,seeking justice
Wayne Svoboda,"Eddy, Melissa",Print,"""Will I Live?"" Algerian Women Resist The Men Who Want Them Dead",1996,12,live algerian women resist men want dead
Ari Goldman,"Egbert, Marla-Beth",Print,A Stitch In Time To Fame: Making It In The Fashion World,1996,12,stitch time fame making fashion world
Jane Tillman Irving,"Ellis, Ingrid Thompson",Print,The Griot,1996,2,griot
Ari Goldman,"Fedora, Joseph",Print,The Immigrant And The Virgin,1996,5,immigrant virgin
Nancy Sharkey,"Fishman, Julie E.",Print,"The Problem A No Problem: Racial Relations In Greenwich, Connecticut",1996,10,problem problem racial relations greenwich connecticut
Michael Shapiro,"Folpe, Jane",Print,When Cuba Hurts No More; The Journey From Exile To Acceptance,1996,11,cuba hurts journey exile acceptance
Ari Goldman,"Frankton, Janet",Print,How Did The Christian Coalition Influence The New Hampshire Primary?,1996,10,christian coalition influence hampshire primary
Robert Friedman,"Frederick, Pamela",Print,Juvenile Justice; An Alternative To Incarceration,1996,6,juvenile justice alternative incarceration
Rhoda Lipton,"Galloway, Katie",Audio,They Call Us Stepchildren: The People Of Mott Haven,1996,9,call us stepchildren people mott
Barbara Belford,"Ganga, Elizabeth",Print,The Politics Of Abortion Training,1996,5,politics abortion training
Michael Hoyt,"Gaouette, Nicole",Print,Working Today,1996,2,working today
Michael Shapiro,"Garone, Elizabeth",Print,Christmas Cake,1996,2,christmas cake
Helen Benedict,"Ginty, Molly Maureen",Print,Facing The Number One Health Threat: New York City Hospitals Respond To Domestic Violence,1996,14,facing number one health threat hospitals respond domestic violence
Sam Freedman,"Glover, Adrien",Print,The Plight Of Baha'Is In Iran,1996,6,plight bahais iran
James Carey,"Goldman, Temima",Print,Zionist Schools: Are They Still Zionist?,1996,6,zionist schools still zionist
Samuel Freedman,"Goods, L. Lorraine",Print,What You Don'T Know About Stuttering In The Workplace,1996,9,dont know stuttering workplace
David Klatell,"Gorman, Anna",Print,Mumia Abu-Jamal: The Public Appeal For A Death-Row Inmate,1996,9,mumia abujamal public appeal deathrow inmate
Robert Friedman,"Green, Norman",Print,Women Prisoners Of The War On Drugs,1996,7,women prisoners war drugs
Rhoda Lipton,"Grey, James",Video,Havana On The Hudson,1996,4,havana hudson
David Krajicek,"Grunebaum, David",Print,In The Wrong Corner; Why Boxers Become Punch-Drunk,1996,8,wrong corner boxers become punchdrunk
Rhoda Lipton,"Guillet, Marie",Audio,They Call Us Stepchildren: The People Of Mott Haven,1996,9,call us stepchildren people mott
Nancy Sharkey,"Hahn, Avital Louria",Print,Jewish-Arab Coexistence In Israel,1996,4,jewisharab coexistence israel
Derwin Johnson,"Harmon, Andrew",Video,Shadow Over Queens,1996,3,shadow queens
Michael Shapiro,"Harris, Courtenay",Print,Where Have The Arts Gone? The Demise Of Arts Education In New York City Public Schools,1996,16,arts gone demise arts education public schools
Ken Goldstein,"Hendricks, Colin",Print,The Digital Deadline: A Broadcast News Revolution,1996,7,digital deadline broadcast news revolution
Suzanne Levine,"Hernandez-Ortiz, Vivian",Print,"Money, Mattress Stuffers And Makeovers",1996,5,money mattress stuffers makeovers
Sam Freedman,"Hicks, Viveca",Video,The Urban Rebirth,1996,3,urban rebirth
Steven S. Ross,"High, Kamau",Print,Underground With The Mta,1996,4,underground mta
David Klatell,"Holstein, Julie L.",Print,Teaching Tolerance In Our Nation'S Schools,1996,6,teaching tolerance nations schools
Michael Shapiro,"Huang, Carol",Print,A Sure Thing,1996,3,sure thing
Peter Herford,"Huang, Julie",Video,Geralyn'S Story,1996,2,geralyns story
Barbara Belford,"Hughes Jr., Carroll J.",Print,Tales Of A City'S Trash Trail,1996,6,tales citys trash trail
Wayne Svoboda,"Ianzito, Christina",Print,Awaiting Armageddon: The Jehovah'S Witness Empire In Brooklyn And Beyond,1996,10,awaiting armageddon jehovahs witness empire brooklyn beyond
Nancy Sharkey,"Jackson, Bechetta A.",Print,Men Working For Change: How The Million Man March Is Impacting Harlem,1996,12,men working change million man march impacting harlem
Phyllis Garland,"Jaffer, Zubeida",Print,Indonesian Hands Sew American Sneakers: A Story Of World Trade,1996,10,indonesian hands sew american sneakers story world trade
Mike Hoyt,"Jensen, Hanne",Print,"Daddy Is Coming Home; Unnoticed America Has Gotten A New Family Type - Families Where Daddy Stays At Home With The Kids, While Mom Goes To Work.",1996,27,daddy coming home unnoticed america gotten family type families daddy stays home kids mom goes work
Mike Hoyt,"Johnston, Andrew",Print,Squat Or Rot: A Neighborhood'S Struggle For Self-Determination,1996,8,squat rot neighborhoods struggle selfdetermination
Barbara Belford,"Jones, Sabrina",Print,The House On Bergen Street: A Family'S Life In Weeksville,1996,10,house bergen street familys life weeksville
Craig Wolff,"Kakonge, Robie",Print,Revolutionizing African-American Media Images ... Cemotap At The Forefront,1996,9,revolutionizing africanamerican media images cemotap forefront
Suzanne Levine,"Kau, Julia C.",Print,The Price Of Education: Young Taiwan Students Who Come To The U.S. Without Their Parents,1996,15,price education young taiwan students come us without parents
Sam Freedman,"Karefa-Smart, Rosalee",Print,Messianic Judaism: The Battle For Jewish Souls,1996,7,messianic judaism battle jewish souls
Ari Goldman,"Karnitschning, Matthew",Print,The Baalei T'Shuva And The Lubavitch Sect,1996,7,baalei tshuva lubavitch sect
Sam Freedman,"Kasongo, Mana Lumumba",Print,Growing Into Black Womanhood: The Struggle For Self-Esteem,1996,8,growing black womanhood struggle selfesteem
Sig Gissler,"Kersten, Jason",Print,A Private Gamble,1996,3,private gamble
Helen Benedict,"King, Rachel",Print,School For Scandal: America'S Abandonment Of The Humanities,1996,8,school scandal americas abandonment humanities
Derwin Johnson,"Kintner, Kelcey",Print,Unknown Fate: Hiv And Pregnancy,1996,5,unknown fate hiv pregnancy
Mike Hoyt,"Kirchheimer, Barbara",Print,New Visions Schools: Will Today'S Experiment Be Tomorrow'S Standard,1996,9,visions schools todays experiment tomorrows standard
Mike Hoyt,"Kloza, Bradley",Print,"Public Access Tv Is Threatened --- Should We Care? A Look At The Good, The Bad And The Ugly",1996,19,public access tv threatened care look good bad ugly
David Klatell,"Knapp, Laura",Print,"""Park Here!""",1996,2,park
Wayne Svoboda,"Kowalski, Andrea",Print,Post Office Or Pressure-Cooker?,1996,4,post office pressurecooker
David Krajicek,"Kraus, Naomi",Print,Rx For Nyc Hospital Billing Blues,1996,6,rx nyc hospital billing blues
Ari Goldman,"Kreimer, Susan",Print,Russian Ballet Thrives In Brighton Beach School Reconnects Youngsters To Their Roots,1996,12,russian ballet thrives brighton beach school reconnects youngsters roots
David Krajicek,"Krockey, Joshua",Print,Did She Want To Die?: The Story Of George Delury And Myrna Lebov,1996,13,want die story george delury myrna lebov
Lynnell Hancock,"Kruger, Daniel",Print,"""The Last Of The Norwegians: A Quiet Culture Is Fading Away""",1996,11,last norwegians quiet culture fading away
Suzanne Levine,"Latimer, Matthew N.",Print,The Bible Belt On Broadway,1996,5,bible belt broadway
David Klatell,"Lazarowitz, Elizabeth",Print,Japanese Investment In The U.S.: The Second Wave,1996,8,japanese investment us second wave
Craig Wolff,"Leaming, Margaret A.",Print,Who'S Taking Care Of The Children?,1996,6,whos taking care children
Wayne Svoboda,"Len, Samuel",Print,Stolen Handguns And Crime,1996,4,stolen handguns crime
Craig Wolff,"Lesher, Melissa",Print,Foreign Adoption: One Family'S Journey,1996,5,foreign adoption one familys journey
Phyllis Garland,"Leung, Rebecca S.",Print,The Debate Over Bilingual Education In Public Schools A Study Of Bilingual Programs In The Chinatown Community,1996,17,debate bilingual education public schools study bilingual programs chinatown community
Helen Benedict,"Lewis, Raphael",Print,Everyone'S Making The Zine Scene,1996,5,everyones making zine scene
Sam Freedman,"Lu, Stacy",Print,Free Speech In A Foreign Language Immigrant Journalists Struggling For A Voice,1996,12,free speech foreign language immigrant journalists struggling voice
Nancy Sharkey,"Marcotti, Gabriele",Print,Making A Dent: Major League Soccer'S Quest For Acceptance,1996,9,making dent major league soccers quest acceptance
Sam Freedman,"Marosi, Richard",Print,Money From Abroad: How Immigrants' Remittances Sustain Families And Bolster Nations' Economies Worldwide,1996,13,money abroad immigrants remittances sustain families bolster nations economies worldwide
Sam Freedman,"Martens, Ellin",Print,Suicide In The N.Y.P.D.,1996,4,suicide nypd
Sig Gissler,"Martinez, Edgardo",Print,Eastern District High School: Is There Hope For Our Inner-City Students?,1996,11,eastern district high school hope innercity students
Craig Wolff,"Martinez, Jose Luis",Print,Any Age Will Do?,1996,4,age
Sig Gissler,"Mcentegart, Peter",Print,Far From The Spotlight: Layups And Life On An Inner-City Jv Basketball Team,1996,13,far spotlight layups life innercity jv basketball team
Robert Friedman,"Mochkofsky, Maria Graciela",Print,"Outside In, Inside Out. Nydia Vasquez' Way To Power.",1996,9,outside inside nydia vasquez way power
Helen Benedict,"Mule, David",Print,"""Digital Canvas""",1996,2,digital canvas
David Krajicek,"Murphy, Paula",Print,The Precarious Lives Of Lesbian Nuns: They'Re Here. They'Re Queer. Will The Catholic Church Get Used To It?,1996,18,precarious lives lesbian nuns theyre theyre queer catholic church get used
Ari Goldman,"Navarro, Alejandra",Print,Latina Mothers And Daughters: Cultural Conflicts,1996,6,latina mothers daughters cultural conflicts
Jim Carey,"Ofori-Atta, Nana Yaa",Print,Sankofa! The Spiritual Return To Africa,1996,6,sankofa spiritual return africa
Steven Ross,"Olson, Eric C.",Print,The Whitney Web: Creating A New Canvas,1996,7,whitney web creating canvas
Helen Benedict,"Owuor, George",Print,Rwanda: Did The Press Make A Difference?,1996,7,rwanda press make difference
Mike Hoyt,"Parr, Helen Johnston",Print,Women'S Studies In The 90'S: Facing The Feminist Identity Crisis,1996,10,womens studies 90s facing feminist identity crisis
Wayne Svoboda,"Perez, Laura A.",Print,Can Privatization Save New York State'S Prisons?,1996,7,privatization save states prisons
Sig Gissler,"Petras, Mark",Print,Need And Greed: Why The Feds Can'T Stop Sweatshops,1996,9,need greed feds cant stop sweatshops
Robert Friedman,"Pines, Ethan",Print,South Bronx Rising,1996,3,south bronx rising
Phyllis Garland,"Polacko, Amy",Print,Creating Home Abroad: The Ghanian Immigrant Community,1996,7,creating home abroad ghanian immigrant community
Ken Goldstein,"Pont, Jonathan B.",Print,To Clean Or Not Too Clean? A Portrait Of Three Superfund Sites,1996,12,clean clean portrait three superfund sites
Suzanne Levine,"Prince, Michael",Print,"Separate Worlds, Parallel Paths",1996,4,separate worlds parallel paths
Wayne Svoboda,"Puton, Patrick",Print,"""We Shall Return With Honor."" --The American Pow Experience",1996,9,shall return honor american pow experience
Bruce Porter,"Raff, Katherine C.",Print,"""Supermoms?""",1996,1,supermoms
Craig Wolff,"Ramirez-Buxeda, Ricardo L.",Print,Santeria: Praying In Secret,1996,4,santeria praying secret
Phyllis Garland,"Rayo, Anna Lisa",Print,Sweat And Tears: Body Image Among Gay Men,1996,8,sweat tears body image among gay men
Sig Gissler,"Redwine, Tina",Print,Battered Immigrant Women - Taking An Extra Punch,1996,8,battered immigrant women taking extra punch
Barbara Belford,"Rhea, Shawn",Print,"""New York State Foster Care Cuts Crucial Programs For Older Youths""",1996,11,state foster care cuts crucial programs older youths
Seymour Topping,"Rhee, Alice S.",Print,Illegal Immigrants In New York City: How Hospitals Are Providing Health Care And What It'S Costing Them,1996,17,illegal immigrants hospitals providing health care costing
Barbara Belford,"Rice, David Wall",Print,The Central Brooklyn Federal Credit Union,1996,6,central brooklyn federal credit union
Peter Herford,"Rieger, Aliza",Print,What'S A Nice Girl Like You Doing In A Place Like This? Women In Stand-Up Comedy,1996,16,whats nice girl like place like women standup comedy
Sam Freedman,"Robischon, Noah",Print,"""Children Of The Commune""",1996,4,children commune
Suzanne Levine,"Rogers, Paul",Print,Saddle Sores: Life Of A New York City Bike Messenger,1996,10,saddle sores life bike messenger
Sam Freedman,"Roth, Brandon",Print,Inside Edition: Tabloid Television And The Changing Face Of The News,1996,11,inside edition tabloid television changing face news
Ken Goldstein,"Rubenstein, Alexei",Print,A Revolution In Fishing,1996,4,revolution fishing
Jane Tillman-Irving,"Rubio, Diana",Print,Santeria,1996,1,santeria
Derwin Johnson,"Safer, Sarah",Audio,Times Square Vs. Coney Island: A Street Fight Over Smut,1996,10,times square vs coney island street fight smut
Barbara Belford,"Sangchompuphen, Tom",Print,"For God, For Country, And For The Yale Daily News",1996,10,god country yale daily news
Derwin Johnson,"Sank, Adam",Video,My Two Dads: A Video Documentary On Gay Adoption,1996,9,two dads video documentary gay adoption
Bruce Porter,"Santana, Arthur",Print,New York City'S Basic Life Support Technicians And The Emergency Medical Services/Fire Department Merger,1996,14,citys basic life support technicians emergency medical servicesfire department merger
Nancy Sharkey,"Schneider, Susan J.",Print,"""Entertainment After The Disney-Abc Merger""",1996,5,entertainment disneyabc merger
Jim Carey,"Scott, Anika",Print,"""Blessed Are The Workers""",1996,4,blessed workers
Ken Goldstein,"Seife, Charles",Print,A Spoonful Of Sugar; America'S Homeopathic Renaissance,1996,7,spoonful sugar americas homeopathic renaissance
Peter Herford,"Sika, Hazem",Print,Major League Soccer: Ready For Prime Time?,1996,7,major league soccer ready prime time
